Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::SP113926	2689	0.528	71524475.026	2659891.224%	16234208.857	5110279.568%	0.62274	0.309
Kidney-RCC::SP106560	3713	0.578	98761761.164	2659891.224%	22416348.303	5127183.381%	0.57175	0.422
Kidney-RCC::SP43792	5383	0.609	143181944.613	2659891.224%	32498550.78	5091284.507%	0.58294	0.488
Kidney-RCC::SP106602	4418	0.559	117513994.297	2659891.224%	26672626.111	5113603.436%	0.59199	0.378
Kidney-RCC::SP97145	2330	0.561	61975465.53	2659891.224%	14066816.455	4961600.811%	0.55732	0.378
Kidney-RCC::SP43664	7399	0.62	196805351.698	2659891.224%	44669653.812	5124233.781%	0.54551	0.515
Kidney-RCC::SP43532	4781	0.613	127169399.441	2659891.224%	28864121.601	5113164.907%	0.56338	0.5
Kidney-RCC::SP102816	5072	0.596	134909682.905	2659891.224%	30620966.57	5019034.833%	0.57013	0.454
Kidney-RCC::SP102795	9259	0.628	246279328.473	2659891.224%	55898938.613	5117167.716%	0.50998	0.534
Kidney-RCC::SP103197	7291	0.612	193932669.175	2659891.224%	44017630.105	5062203.763%	0.53836	0.492
Kidney-RCC::SP102827	7527	0.626	200210012.465	2659891.224%	45442402.461	4992371.583%	0.53953	0.514
Kidney-RCC::SP103233	6207	0.614	165099448.302	2659891.224%	37473234.127	4955593.597%	0.5503	0.486
Kidney-RCC::SP103507	19269	0.192	512534440.041	2659891.224%	116332577.015	3164186.516%	1.78029	-0.064
Kidney-RCC::SP103100	4243	0.615	112859184.654	2659891.224%	25616065.041	4920955.158%	0.51875	0.485
Kidney-RCC::SP103416	5217	0.633	138766525.18	2659891.224%	31496324.327	4761312.382%	0.50205	0.511
Kidney-RCC::SP103005	4970	0.624	132196593.856	2659891.224%	30005154.645	5088704.873%	0.55756	0.522
Kidney-RCC::SP102759	7556	0.635	200981380.92	2659891.224%	45617484.742	5083915.586%	0.51631	0.544
Kidney-RCC::SP102741	6036	0.65	160551034.308	2659891.224%	36440838.822	4973942.043%	0.49548	0.562
Kidney-RCC::SP102945	4369	0.644	116210647.597	2659891.224%	26376741.968	4902782.489%	0.49424	0.543
Kidney-RCC::SP103826	3873	0.608	103017587.123	2659891.224%	23382291.955	5054629.466%	0.58803	0.483
Kidney-RCC::SP103706	5931	0.616	157758148.523	2659891.224%	35806956.189	5016746.574%	0.54518	0.495
Kidney-RCC::SP102897	27529	0.42	732241455.182	2659891.224%	166199747.435	3733732.458%	0.65172	0.197
Kidney-RCC::SP102881	5375	0.601	142969153.315	2659891.224%	32450242.6	4895881.758%	0.55081	0.456
Kidney-RCC::SP103715	4835	0.609	128605740.703	2659891.224%	29190130.588	5038108.112%	0.55657	0.483
Kidney-RCC::SP102929	4803	0.613	127754575.511	2659891.224%	28996938.13	5069278.577%	0.53549	0.495
Kidney-RCC::SP103619	2514	0.602	66869665.383	2659891.224%	15177655.834	4857005.294%	0.52349	0.457
Kidney-RCC::SP103844	4289	0.581	114082734.617	2659891.224%	25893802.083	5015212.896%	0.57603	0.422
Kidney-RCC::SP103128	5760	0.593	153209734.529	2659891.224%	34774597.569	4974626.682%	0.57187	0.445
Kidney-RCC::SP103300	6628	0.612	176297590.357	2659891.224%	40014915.057	4915510.825%	0.56524	0.48
Kidney-RCC::SP103057	12227	0.308	325224900.015	2659891.224%	73817827.2	3855987.213%	1.34071	0.021
Kidney-RCC::SP103340	4177	0.636	111103656.446	2659891.224%	25217596.698	4941901.055%	0.51395	0.531
Kidney-RCC::SP102913	8046	0.603	214014847.92	2659891.224%	48575749.328	4917490.76%	0.52945	0.463
Kidney-RCC::SP102783	9337	0.616	248354043.628	2659891.224%	56369839.703	4984967.112%	0.54537	0.494
Kidney-RCC::SP103080	10743	0.634	285752114.244	2659891.224%	64858172.766	4850553.234%	0.58666	0.519
Kidney-RCC::SP103436	4386	0.635	116662829.105	2659891.224%	26479382.814	4943712.205%	0.51984	0.529
Kidney-RCC::SP102804	7206	0.622	191671761.635	2659891.224%	43504455.866	5068852.219%	0.53295	0.513
Kidney-RCC::SP102957	35984	0.103	957135258.21	2659891.224%	217246365.692	2591730.963%	2.41576	-0.117
Kidney-RCC::SP102873	5085	0.586	135255468.764	2659891.224%	30699458.835	5042104.146%	0.61624	0.434
Kidney-RCC::SP103213	3425	0.627	91101274.438	2659891.224%	20677592.208	5021451.794%	0.51186	0.519
Kidney-RCC::SP103467	2255	0.608	59980547.112	2659891.224%	13614005.472	4855429.887%	0.53962	0.468
Kidney-RCC::SP103261	8902	0.623	236783516.801	2659891.224%	53743633.118	5028966.686%	0.53646	0.511
Kidney-RCC::SP103156	6113	0.615	162599150.551	2659891.224%	36905741.627	5071532.59%	0.55367	0.5
Kidney-RCC::SP103288	3178	0.595	84531343.113	2659891.224%	19186398.754	4938817.128%	0.55516	0.448
Kidney-RCC::SP103444	4371	0.593	116263845.421	2659891.224%	26388842.192	4873379.212%	0.53053	0.439
Kidney-RCC::SP103685	4759	0.577	126584223.372	2659891.224%	28731321.811	5102755.286%	0.57114	0.418
Kidney-RCC::SP103140	6817	0.631	181324784.771	2659891.224%	41155955.761	5065583.402%	0.54548	0.534
Kidney-RCC::SP103673	8022	0.471	213376474.026	2659891.224%	48430972.727	4780746.992%	0.86412	0.204
Kidney-RCC::SP102839	4520	0.601	120227083.346	2659891.224%	27288387.674	4860727.858%	0.51363	0.454
Kidney-RCC::SP103245	7656	0.601	203641272.145	2659891.224%	46221237.706	5051275.143%	0.53586	0.466
Kidney-RCC::SP103037	2396	0.585	63730993.738	2659891.224%	14465272.015	5059767.273%	0.56441	0.432
Kidney-RCC::SP103408	5955	0.601	158396522.417	2659891.224%	35951864.657	5059153.786%	0.55685	0.467
Kidney-RCC::SP103021	5819	0.619	154779070.351	2659891.224%	35130778.429	4981696.133%	0.54074	0.498
Kidney-RCC::SP103679	5616	0.602	149379491.166	2659891.224%	33905201.343	4686661.367%	0.60308	0.451
Kidney-RCC::SP103065	7184	0.608	191086585.565	2659891.224%	43371646.365	5056213.759%	0.53932	0.483
Kidney-RCC::SP102965	4883	0.6	129882488.49	2659891.224%	29479927.558	5084129.19%	0.56726	0.467
Kidney-RCC::SP103221	7313	0.633	194517845.245	2659891.224%	44150431.144	5061947.997%	0.50338	0.538
Kidney-RCC::SP103547	6594	0.542	175393227.341	2659891.224%	39809707.542	4936799.248%	0.69976	0.338
Kidney-RCC::SP102973	19048	0.218	506656080.435	2659891.224%	114998263.039	3245283.613%	1.70089	-0.039
Kidney-RCC::SP103515	7300	0.581	194172059.386	2659891.224%	44071985.087	4990502.368%	0.57963	0.421
Kidney-RCC::SP102747	1085	0.563	28859819.785	2659891.224%	6550427.107	4959172.758%	0.59789	0.382
Kidney-RCC::SP103730	5927	0.613	157651752.874	2659891.224%	35782801.792	4937014.944%	0.52222	0.484
Kidney-RCC::SP103535	28099	0.2	747402835.161	2659891.224%	169641837.277	3205117.273%	1.76429	-0.058
Kidney-RCC::SP102718	7211	0.619	191804756.196	2659891.224%	43534632.96	4958376.794%	0.54942	0.496
Kidney-RCC::SP103483	3047	0.603	81046885.609	2659891.224%	18395515.677	4940231.852%	0.55144	0.462
Kidney-RCC::SP103428	6586	0.617	175180436.043	2659891.224%	39761361.377	5066066.538%	0.55392	0.503
Kidney-RCC::SP102755	10608	0.597	282161261.091	2659891.224%	64043244.633	5187410.757%	0.60746	0.471
Kidney-RCC::SP103694	9599	0.622	255322958.636	2659891.224%	57951600.88	5032024.557%	0.55401	0.509
Kidney-RCC::SP103595	4663	0.62	124030727.797	2659891.224%	28151709.259	4936670.879%	0.51437	0.498
Kidney-RCC::SP103396	3575	0.6	95091111.274	2659891.224%	21583186.559	4921758.234%	0.56801	0.455
Kidney-RCC::SP102716	3411	0.62	90728889.666	2659891.224%	20593076.219	5080313.942%	0.53024	0.512
Kidney-RCC::SP102733	4399	0.527	117008614.964	2659891.224%	26557927.836	4988963.824%	0.61357	0.307
Kidney-RCC::SP102989	7069	0.63	188027710.657	2659891.224%	42677332.64	4952063.105%	0.51301	0.519
Kidney-RCC::SP103603	7042	0.608	187309540.026	2659891.224%	42514346.534	4962012.981%	0.55165	0.475
Kidney-RCC::SP102921	3819	0.645	101581245.862	2659891.224%	23056256.704	4938957.301%	0.51532	0.548
Kidney-RCC::SP103742	6273	0.62	166854976.51	2659891.224%	37871685.5	4931547.684%	0.53121	0.498
Kidney-RCC::SP103555	2042	0.514	54314978.803	2659891.224%	12328090.74	4719562.825%	0.65738	0.287
Kidney-RCC::SP103523	3599	0.615	95729485.168	2659891.224%	21728078.01	4993271.915%	0.52998	0.491
Kidney-RCC::SP103575	8826	0.648	234761999.471	2659891.224%	53284757.268	4902090.789%	0.51371	0.551
Kidney-RCC::SP103045	5264	0.612	140016674.056	2659891.224%	31780116.501	5105728.776%	0.5276	0.496
Kidney-RCC::SP103455	8647	0.623	230000794.179	2659891.224%	52204135.697	5051518.255%	0.54115	0.515
Kidney-RCC::SP103856	3225	0.651	85781491.989	2659891.224%	19470128.399	4945018.783%	0.50178	0.56
Liver-HCC::SP97749	8082	0.577	214972408.761	2659891.224%	48793117.278	4919130.925%	0.5651	0.409
Liver-HCC::SP49235	8017	0.609	213243479.465	2659891.224%	48400655.251	4852735.573%	0.51609	0.471
Liver-HCC::SP50177	10359	0.454	275538131.942	2659891.224%	62540088.788	4750469.496%	0.75372	0.174
Liver-HCC::SP97775	36047	0.379	958810989.681	2659891.224%	217625704.572	4393036.708%	0.9783	0.075
Liver-HCC::SP97685	9874	0.459	262637659.503	2659891.224%	59611948.369	4319041.952%	0.69353	0.214
Liver-HCC::SP97747	9516	0.525	253115248.92	2659891.224%	57450572.509	4665855.625%	0.61363	0.309
Liver-HCC::SP97771	25473	0.456	677554091.607	2659891.224%	153787181.028	4148907.378%	0.63601	0.22
Liver-HCC::SP97681	11988	0.534	318867759.988	2659891.224%	72374680.334	4743253.431%	0.6004	0.324
Liver-HCC::SP98082	8863	0.568	235746159.224	2659891.224%	53508222.673	4903366.614%	0.55754	0.391
Liver-HCC::SP49334	7762	0.563	206460756.843	2659891.224%	46861213.592	4971011.159%	0.56286	0.382
Liver-HCC::SP49124	16674	0.58	443510262.766	2659891.224%	100665136.359	4559630.405%	0.53151	0.41
Liver-HCC::SP115501	9522	0.588	253274842.393	2659891.224%	57486763.902	4980624.482%	0.61391	0.434
Liver-HCC::SP98305	15440	0.57	410687205.057	2659891.224%	93215254.14	4835872.573%	0.56805	0.393
Liver-HCC::SP49247	15145	0.511	402840525.944	2659891.224%	91434389.536	4908325.783%	0.6984	0.276
Liver-HCC::SP49328	10826	0.537	287959823.96	2659891.224%	65359401.511	4890327.208%	0.61281	0.328
Liver-HCC::SP98092	7034	0.583	187096748.729	2659891.224%	42466073.099	4992485.735%	0.53413	0.425
Liver-HCC::SP120755	2747	0.509	73067211.936	2659891.224%	16584361.028	4681244.327%	0.58665	0.281
Liver-HCC::SP49417	10679	0.604	284049783.86	2659891.224%	64471824.282	4822978.639%	0.50777	0.459
Liver-HCC::SP49175	6568	0.496	174701655.623	2659891.224%	39652722.125	4351256.58%	0.90179	0.273
Liver-HCC::SP49223	3694	0.644	98256381.832	2659891.224%	22301586.056	4699665.91%	0.4922	0.528
Liver-HCC::SP49187	10880	0.544	289396165.221	2659891.224%	65685392.356	4819241.278%	0.60754	0.344
Liver-HCC::SP49157	13295	0.513	353632538.292	2659891.224%	80265433.552	4845380.384%	0.61801	0.282
Liver-HCC::SP49379	15647	0.512	416193179.891	2659891.224%	94465108.971	4987628.044%	0.71539	0.278
Liver-HCC::SP49541	12240	0.612	325570685.874	2659891.224%	73896000.264	5016001.355%	0.52837	0.486
Liver-HCC::SP98164	16532	0.542	439733217.228	2659891.224%	99808018.997	4934521.774%	0.61739	0.339
Liver-HCC::SP49481	3340	0.468	88840366.897	2659891.224%	20164470.892	4575560.774%	0.69885	0.213
Liver-HCC::SP98078	15414	0.534	409995633.338	2659891.224%	93058368.835	4902032.428%	0.61988	0.322
Liver-HCC::SP106677	7964	0.572	211833737.116	2659891.224%	48080737.353	5023416.684%	0.56238	0.402
Liver-HCC::SP106743	3504	0.486	93202588.505	2659891.224%	21154588.77	4890348.859%	0.65516	0.228
Liver-HCC::SP98359	8760	0.617	233006471.263	2659891.224%	52886348.69	5023376.358%	0.50906	0.498
Liver-HCC::SP98192	3847	0.674	102326015.405	2659891.224%	23225260.381	4569220.014%	0.45181	0.576
Liver-HCC::SP98053	12805	0.534	340599071.292	2659891.224%	77307149.337	4900801.98%	0.61252	0.323
Liver-HCC::SP106631	18974	0.435	504687760.929	2659891.224%	114551223.823	4756749.685%	0.79512	0.138
Liver-HCC::SP49551	11548	0.53	307164238.601	2659891.224%	69718328.414	4978278.158%	0.67711	0.313
Liver-HCC::SP49651	7718	0.577	205290404.704	2659891.224%	46595571.948	5076921.159%	0.59655	0.417
Liver-HCC::SP98265	18401	0.634	489446584.213	2659891.224%	111091405.033	4768796.955%	0.52847	0.514
Liver-HCC::SP98297	14491	0.543	385444837.336	2659891.224%	87485975.665	4984855.536%	0.60946	0.34
Liver-HCC::SP98060	2284	0.44	60751915.567	2659891.224%	13789115.898	4254198.241%	0.65721	0.187
Liver-HCC::SP98289	29881	0.189	794802096.781	2659891.224%	180400366.913	3254516.367%	1.73351	-0.078
Liver-HCC::SP115498	19411	0.602	516311485.58	2659891.224%	117189135.924	4871176.416%	0.57399	0.457
Liver-HCC::SP98096	13554	0.609	360521656.563	2659891.224%	81828925.345	4856621.386%	0.51428	0.47
Liver-HCC::SP49114	23526	0.565	625766009.466	2659891.224%	142032515.39	4787387.989%	0.6291	0.383
Liver-HCC::SP98090	63686	0.403	1693978325.21	2659891.224%	384489873.412	4517634.148%	0.81861	0.104
Liver-HCC::SP49286	10268	0.537	273117630.928	2659891.224%	61990620.865	4975683.027%	0.61756	0.328
Liver-HCC::SP49469	7288	0.6	193852872.439	2659891.224%	43999520.069	4980911.066%	0.48168	0.46
Liver-HCC::SP49205	4899	0.617	130308071.086	2659891.224%	29576497.495	4868910.531%	0.49595	0.487
Liver-HCC::SP98327	10780	0.549	286736273.997	2659891.224%	65081691.433	5032271.726%	0.61932	0.355
Liver-HCC::SP49449	3713	0.671	98761761.164	2659891.224%	22416271.433	4568104.573%	0.52148	0.571
Liver-HCC::SP49391	5625	0.54	149618881.376	2659891.224%	33959592.07	4815858.953%	0.59271	0.336
Liver-HCC::SP49531	17280	0.604	459629203.587	2659891.224%	104323769.432	4971447.867%	0.54292	0.467
Liver-HCC::SP49322	7848	0.61	208748263.296	2659891.224%	47380376.352	5000629.393%	0.50422	0.482
Liver-HCC::SP49433	6236	0.586	165870816.757	2659891.224%	37648321.793	4805335.22%	0.49353	0.423
Liver-HCC::SP109384	5432	0.589	144485291.313	2659891.224%	32794371.618	4867788.061%	0.53208	0.432
Liver-HCC::SP98065	10456	0.5	278118226.43	2659891.224%	63125663.555	4899215.424%	0.74676	0.254
Liver-HCC::SP49591	7637	0.434	203135892.812	2659891.224%	46106600.096	4191050.187%	0.86843	0.184
Liver-HCC::SP49385	8894	0.513	236570725.503	2659891.224%	53695424.81	4785061.356%	0.61191	0.283
Liver-HCC::SP98313	7342	0.646	195289213.7	2659891.224%	44325485.281	4931871.923%	0.48989	0.55
Liver-HCC::SP49119	8444	0.552	224601214.993	2659891.224%	50978621.866	4850673.968%	0.54617	0.359
Liver-HCC::SP109301	13751	0.571	365761642.275	2659891.224%	83018338.896	4907116.883%	0.5491	0.397
Liver-HCC::SP115830	7986	0.572	212418913.185	2659891.224%	48213546.67	4932585.743%	0.5693	0.4
Liver-HCC::SP49229	5869	0.757	156109015.964	2659891.224%	35432465.055	4353759.97%	0.37717	0.705
Liver-HCC::SP98853	14756	0.349	392493549.081	2659891.224%	89085970.539	3657968.897%	0.81498	0.101
Liver-HCC::SP98855	7571	0.49	201380364.604	2659891.224%	45708158.035	4910783.525%	0.64543	0.235
Liver-HCC::SP98859	5724	0.552	152252173.688	2659891.224%	34557275.005	4848750.772%	0.57428	0.359
Liver-HCC::SP98865	3496	0.562	92989797.207	2659891.224%	21106252.468	4784338.044%	0.53852	0.378
Liver-HCC::SP98879	13463	0.5	358101155.549	2659891.224%	81279698.031	4750815.051%	0.61939	0.262
Liver-HCC::SP98871	6321	0.55	168131724.298	2659891.224%	38161513.779	4768271.124%	0.55444	0.354
Liver-HCC::SP98867	11339	0.469	301605065.942	2659891.224%	68456559.542	4533528.101%	0.66804	0.217
Liver-HCC::SP98861	16637	0.534	442526103.013	2659891.224%	100441963.849	5007229.394%	0.62786	0.322
Liver-HCC::SP98877	10724	0.406	285246734.911	2659891.224%	64743709.816	4370701.657%	0.746	0.123
Liver-HCC::SP98889	12659	0.499	336715630.104	2659891.224%	76425738.11	4748683.707%	0.61778	0.26
Liver-HCC::SP98887	16052	0.453	426965739.35	2659891.224%	96910228.111	4529855.812%	0.69905	0.19
Liver-HCC::SP98875	11222	0.528	298492993.209	2659891.224%	67750159.22	4826665.781%	0.59939	0.313
Liver-HCC::SP98851	3174	0.526	84424947.464	2659891.224%	19162267.979	4734759.4%	0.57355	0.31
Liver-HCC::SP98833	5683	0.518	151161618.286	2659891.224%	34309778.702	4944321.392%	0.58395	0.29
Liver-HCC::SP98873	13424	0.44	357063797.972	2659891.224%	81044296.814	4451952.593%	0.70343	0.173
Liver-HCC::SP98883	10211	0.576	271601492.93	2659891.224%	61646421.676	4796440.037%	0.5517	0.404
Liver-HCC::SP98849	5207	0.481	138500536.058	2659891.224%	31436055.857	4821792.892%	0.64303	0.222
Liver-HCC::SP98869	4900	0.611	130334669.999	2659891.224%	29582539.057	4870967.843%	0.49932	0.474
Liver-HCC::SP98893	11922	0.535	317112231.78	2659891.224%	71976232.45	4823418.445%	0.62007	0.326
Liver-HCC::SP98847	7095	0.463	188719282.375	2659891.224%	42834422.851	4688941.399%	0.68092	0.196
Liver-HCC::SP98881	10451	0.485	277985231.868	2659891.224%	63095441.902	4506823.027%	0.63856	0.246
Liver-HCC::SP98841	7944	0.514	211301758.871	2659891.224%	47960049.161	5044531.843%	0.62627	0.28
Liver-HCC::SP98845	18819	0.427	500564929.531	2659891.224%	113615267.899	3983227.855%	0.64114	0.188
Liver-HCC::SP98839	8377	0.467	222819087.873	2659891.224%	50574203.749	4744119.359%	0.65647	0.199
Liver-HCC::SP98843	9785	0.561	260270356.313	2659891.224%	59074493.082	4326223.087%	0.52026	0.382
Liver-HCC::SP98863	4035	0.501	107326610.907	2659891.224%	24360350.019	4507922.927%	0.60054	0.273
Liver-HCC::SP98891	17932	0.425	476971694.37	2659891.224%	108260284.635	4218294.894%	0.67929	0.167
Liver-HCC::SP98885	15937	0.382	423906864.442	2659891.224%	96216020.913	4157202.721%	0.80644	0.104
Liver-HCC::SP107047	16098	0.493	428189289.314	2659891.224%	97187889.948	4670805.432%	0.66254	0.251
Liver-HCC::SP107050	9664	0.443	257051887.932	2659891.224%	58344153.133	4378834.472%	0.7124	0.183
Liver-HCC::SP99261	13144	0.501	349616102.543	2659891.224%	79353799.987	4695969.607%	0.62791	0.265
Liver-HCC::SP107052	8247	0.515	219361229.281	2659891.224%	49789296.944	4648244.672%	0.59438	0.292
Liver-HCC::SP99269	10540	0.524	280352535.058	2659891.224%	63632730.782	4686843.254%	0.60456	0.309
Liver-HCC::SP99271	9430	0.474	250827742.467	2659891.224%	56931414.417	4548067.47%	0.65693	0.225
Liver-HCC::SP107056	20633	0.424	548815356.343	2659891.224%	124567012.182	4443750.437%	0.75599	0.146
Liver-HCC::SP107060	10931	0.502	290752709.746	2659891.224%	65993335.465	4711083.565%	0.64133	0.266
Liver-HCC::SP99279	13608	0.372	361957997.825	2659891.224%	82155244.717	4231844.634%	0.83523	0.08
Liver-HCC::SP107063	5822	0.537	154858867.088	2659891.224%	35148927.718	4731812.52%	0.57738	0.331
Liver-HCC::SP107068	8597	0.427	228670848.567	2659891.224%	51902399.575	4315392.095%	0.72653	0.162
Liver-HCC::SP107071	18703	0.419	497479455.711	2659891.224%	112915063.122	4327744.343%	0.74584	0.147
Liver-HCC::SP107073	3401	0.509	90462900.544	2659891.224%	20532726.716	4586615.67%	0.65394	0.283
Liver-HCC::SP98896	22909	0.469	609354480.612	2659891.224%	138307738.795	4567346.083%	0.6686	0.215
Liver-HCC::SP99003	12165	0.548	323575767.456	2659891.224%	73443280.628	4898630.517%	0.58089	0.35
Liver-HCC::SP107076	31855	0.456	847308349.552	2659891.224%	192317076.393	4328028.859%	0.70154	0.208
Liver-HCC::SP107078	5331	0.531	141798801.176	2659891.224%	32184635.496	4706055.203%	0.57601	0.32
Liver-HCC::SP107080	15047	0.457	400233832.544	2659891.224%	90842750.345	4456192.546%	0.68116	0.202
Liver-HCC::SP98898	14593	0.465	388157926.385	2659891.224%	88101833.271	4538335.462%	0.6899	0.209
Liver-HCC::SP107084	13404	0.533	356531819.727	2659891.224%	80923465.877	4867293.599%	0.58843	0.321
Liver-HCC::SP107088	4934	0.502	131239033.015	2659891.224%	29787860.573	4700002.912%	0.59914	0.268
Liver-HCC::SP107091	9263	0.498	246385724.122	2659891.224%	55923185.616	4732255.311%	0.6046	0.258
Liver-HCC::SP107094	7382	0.487	196353170.19	2659891.224%	44567087.037	4595160.454%	0.64079	0.245
Liver-HCC::SP112224	10764	0.471	286310691.401	2659891.224%	64985130.927	4541969.954%	0.66504	0.219
Liver-HCC::SP107097	9283	0.491	246917702.367	2659891.224%	56043919.924	4576416.936%	0.65274	0.252
Liver-HCC::SP107101	22272	0.513	592410973.512	2659891.224%	134461906.573	4675665.828%	0.62695	0.288
Liver-HCC::SP98900	9708	0.546	258222240.071	2659891.224%	58609733.586	4912300.317%	0.54914	0.348
Liver-HCC::SP107104	11691	0.499	310967883.052	2659891.224%	70581658.416	4702361.201%	0.63498	0.262
Liver-HCC::SP107109	4783	0.546	127222597.266	2659891.224%	28876203.79	4654988.542%	0.58066	0.348
Liver-HCC::SP107111	13710	0.474	364671086.873	2659891.224%	82770953.315	4777705.171%	0.68196	0.21
Liver-HCC::SP107115	695	0.3	18486244.01	2659891.224%	4195907.178	3482950.277%	1.14204	0.049
Liver-HCC::SP98902	16772	0.482	446116956.166	2659891.224%	101257001.853	4554467.198%	0.63548	0.239
Liver-HCC::SP107119	13763	0.487	366080829.222	2659891.224%	83090833.719	4407679.278%	0.6555	0.256
Liver-HCC::SP98904	8407	0.424	223617055.24	2659891.224%	50755336.33	4439758.71%	0.71441	0.147
Liver-HCC::SP98909	20128	0.471	535382905.659	2659891.224%	121518099.342	4580110.798%	0.66433	0.217
Liver-HCC::SP107121	21104	0.453	561343444.01	2659891.224%	127410431.699	4278850.518%	0.66042	0.208
Liver-HCC::SP107123	10940	0.496	290992099.956	2659891.224%	66047654.931	4557272.0%	0.64427	0.263
Liver-HCC::SP98907	21773	0.448	579138116.302	2659891.224%	131449455.183	4533245.742%	0.71966	0.18
Liver-HCC::SP107132	7595	0.46	202018738.498	2659891.224%	45853022.461	4325139.058%	0.80863	0.216
Liver-HCC::SP107136	13784	0.48	366639406.38	2659891.224%	83217660.213	4556836.167%	0.65727	0.234
Liver-HCC::SP107141	4709	0.515	125254277.76	2659891.224%	28429462.463	4613367.391%	0.59937	0.295
Liver-HCC::SP98913	12349	0.469	328469967.309	2659891.224%	74554216.976	4642423.693%	0.65618	0.21
Liver-HCC::SP107146	12548	0.461	333763150.845	2659891.224%	75755647.807	4656643.55%	0.73655	0.195
